Batch ID,Brand,Calculated Weight (Grams),Category,Cost per Gram,Cost per Item,Created On,Current Date,Current Quantity,Days Until Expires,Expiration Date,Initial Quantity,Last Audit Date,Location,Package ID,Price,Price Profile,Product Name,Product Type,Room,SKU,Source License,Strain Name,Supplier Name,Total Cost,Total Price,Unit of Measure,Weight Unit,insert_datetime,img_url,product_description
None,Mighty Viking Gummies,None,Edible,None,7.0,09/09/2021,11/13/2021,10.0,99.0,02/20/2022,30,11/08/2021,Maple Valley Pharms,None,22.5,None,250mg Snozzberry Berzerker,250mg Gummies,Storage Room,qBMBuj5gjD,None,None,Edible Vendor,70.0,225.0,2021-11-18 13:44:27.653912,None,None,None,None
None,Lodestar Cannabis,10.0,Concentrate,None,42.0,09/17/2021,11/13/2021,10.0,280.0,08/20/2022,10,11/08/2021,Maple Valley Pharms,None,65.0,None,Banana Cream 1g Hash Rosin,Rosin,Storage Room,kFgYHqGgjW,None,None,Lodestar Cannabis,420.0,650.0,Each,None,None,None,None
None,Best Friend Farms,35.0,Flower - Prepackaged,None,20.12,10/20/2021,11/13/2021,10.0,None,None,20,11/07/2021,Maple Valley Pharms,None,None,Gold-Tier Flower,None,Indica Dominant,Storage Room,gzPLHnW8SW,None,Route 26,Best Friend Farms,201.2,None,Grams,Eighths,None,None,None
None,Best Friend Farms,35.0,Flower - Prepackaged,None,19.98,10/20/2021,11/13/2021,10.0,None,None,40,11/07/2021,Maple Valley Pharms,None,None,Gold-Tier Flower,None,Sativa Dominant,Storage Room,FhCpjbcgmv,None,Snow Drift,Best Friend Farms,199.8,None,Grams,Eighths,None,None,None
None,Northwoods Wellness,35.0,Flower - Prepackaged,None,21.0,11/05/2021,11/13/2021,10.0,None,None,50,11/07/2021,Maple Valley Pharms,None,None,Limited,None,Indica Dominant,Storage Room,GwycmZtLAY,None,Sunset Mints,Northwoods Wellness,210.0,None,Grams,Eighths,None,None,None
None,Lodestar Cannabis,35.0,Flower - Prepackaged,None,20.31,11/08/2021,11/13/2021,10.0,None,None,32,11/08/2021,Maple Valley Pharms,None,None,Limited,None,Hybrid,Storage Room,y6f82ygGXQ,None,Peanut Butter Breath,Lodestar Cannabis,203.1,None,Grams,Eighths,None,None,None
None,Glass Jar Company,70.0,Flower - Prepackaged,None,25.9,11/09/2021,11/13/2021,10.0,None,None,10,11/09/2021,Maple Valley Pharms,None,None,Silver-Tier Flower,None,Sativa,Storage Room,JRz8avXyaD,None,Moonshine,Glass Jar Company LLC,259.0,None,Grams,Quarters,None,None,None
None,Warren\s Cannabis Creations,0.01,Concentrate,None,21.72,11/12/2021,11/13/2021,10.0,364.0,11/12/2022,10,11/12/2021,Maple Valley Pharms,None,50.0,None,Blackberry Kush Cartridge 1g,Cartridge,Storage Room,v5wyJFTZ2a,None,None,Warren\s Cannabis Creations,217.2,500.0,Each,None,None,None,None
None,Warren\s Cannabis Creations,10.0,Concentrate,None,22.86,11/12/2021,11/13/2021,10.0,364.0,11/12/2022,10,11/12/2021,Maple Valley Pharms,None,50.0,None,Peaches and Dream Cartridge 1g,Cartridge,Storage Room,g9MncfbNxS,None,None,Warren\s Cannabis Creations,228.6,500.0,Each,None,None,None,None
None,Warren\s Cannabis Creations,0.01,Concentrate,None,23.59,11/12/2021,11/13/2021,10.0,364.0,11/12/2022,10,11/12/2021,Maple Valley Pharms,None,50.0,None,Zookies Cartridge 1g,Cartridge,Storage Room,R85iwcEo7q,None,None,Warren\s Cannabis Creations,235.9,500.0,Each,None,None,None,None
None,Warren\s Cannabis Creations,0.01,Concentrate,None,22.28,11/12/2021,11/13/2021,10.0,364.0,11/12/2022,10,11/12/2021,Maple Valley Pharms,None,50.0,None,Purple Punch Cartridge 1g,Cartridge,Storage Room,avt69W8L6n,None,None,Warren\s Cannabis Creations,222.8,500.0,Each,None,None,None,None
None,Warren\s Cannabis Creations,0.01,Concentrate,None,23.89,11/12/2021,11/13/2021,10.0,364.0,11/12/2022,10,11/12/2021,Maple Valley Pharms,None,50.0,None,Apple Jack Cartridge 1g,Cartridge,Storage Room,ZwHB5PX45j,None,None,Warren\s Cannabis Creations,238.9,500.0,Each,None,None,None,None
None,Warren\s Cannabis Creations,10.0,Concentrate,None,22.0,11/12/2021,11/13/2021,10.0,364.0,11/12/2022,10,11/12/2021,Maple Valley Pharms,None,50.0,None,Gelato Cartridge 1g,Cartridge,Storage Room,kfkhy3CeCk,None,Gelato,Warren\s Cannabis Creations,220.0,500.0,Each,None,None,None,None
None,Lodestar Cannabis,None,NonEdible,None,25.0,05/13/2021,11/13/2021,11.0,48.0,12/31/2021,20,05/21/2021,Maple Valley Pharms,None,50.0,None,1000mg Cedar and Bergamot Medicated Salve,Topical,Return to Grow,WdnmYegWDG,None,None,Lodestar Cannabis,275.0,550.0,2021-11-18 13:44:27.653912,None,None,None,None
None,Marijuana Packaging,None,Accessory,None,4.32,10/04/2021,11/13/2021,11.0,None,None,50,11/06/2021,Maple Valley Pharms,None,15.0,None,C Cell Pen Battery with USB Charger,Battery,Sales Floor,\71528671,None,None,Marijuana Packaging,47.52,165.0,2021-11-18 13:44:27.653912,None,None,None,None
None,Mighty Viking Gummies,None,Edible,None,7.0,09/13/2021,11/13/2021,11.0,99.0,02/20/2022,30,11/06/2021,Maple Valley Pharms,None,22.5,None,250mg RSO Blue Raspberry Berzerker,250mg Gummies,Sales Floor,t5KrJHT2pn,None,None,Edible Vendor,77.0,247.5,2021-11-18 13:44:27.653912,None,None,None,None
None,Blue Sky,11.0,Concentrate,None,20.0,11/18/2020,11/13/2021,11.0,101.0,02/22/2022,50,11/06/2021,Maple Valley Pharms,None,32.0,None,Strawberry Angel Food 1g RSO,RSO,Sales Floor,DyJuQr5Htz,None,Strawberry Angel Food,Blue Sky,220.0,352.0,Each,None,None,None,None
None,Kine Folks,38.5,Flower - Prepackaged,None,13.82,10/11/2021,11/13/2021,11.0,None,None,45,11/09/2021,Maple Valley Pharms,None,None,Silver-Tier Flower,None,Indica Dominant,Sales Floor,KwX4o5nDxY,None,Peyote Critical,Kine Folks,152.02,None,Grams,Eighths,None,None,None
None,Warren\s Cannabis Creations,None,Edible,None,2.0,10/15/2021,11/13/2021,11.0,336.0,10/15/2022,25,11/06/2021,Maple Valley Pharms,None,5.0,None,50mg Key Lime Lollipop,50mg Lollipop,Sales Floor,5fFiQs6vap,None,None,Edible Vendor,22.0,55.0,2021-11-18 13:44:27.653912,None,None,None,None
None,Refine,5.5,Concentrate,None,15.0,10/15/2021,11/13/2021,11.0,306.0,09/15/2022,10,11/06/2021,Maple Valley Pharms,None,30.0,None,Prenup Loud Cartridge .5g,.5g Cartridge,Sales Floor,g6fpsRgHf5,None,None,Refine,165.0,330.0,Each,None,None,None,None
None,Mighty Viking Gummies,None,Edible,None,3.75,10/06/2021,11/13/2021,11.0,158.0,04/20/2022,24,11/06/2021,Maple Valley Pharms,None,15.0,None,100mg Mango Gummies,Gummies,Sales Floor,bGQnGQTMp5,None,None,Edible Vendor,41.25,165.0,2021-11-18 13:44:27.653912,None,None,None,None
None,Mighty Viking Gummies,None,Edible,None,3.75,10/06/2021,11/13/2021,11.0,79.0,01/31/2022,24,11/06/2021,Maple Valley Pharms,None,15.0,None,100mg Blue Raspberry Gummies,Gummies,Sales Floor,a4XCaW9wAf,None,None,Edible Vendor,41.25,165.0,2021-11-18 13:44:27.653912,None,None,None,None
None,Kine Folks,None,NonEdible,None,9.0,10/22/2021,11/13/2021,11.0,341.0,10/20/2022,50,11/06/2021,Maple Valley Pharms,None,20.0,None,Humble Pie Wizard Moon Missile,Moon Missile,Sales Floor,mBD5cPe3bB,None,None,Kine Folks,99.0,220.0,2021-11-18 13:44:27.653912,None,None,None,None
None,Snowblind Cannabis,5.5,Concentrate,None,15.0,10/06/2021,11/13/2021,11.0,299.0,09/08/2022,10,11/06/2021,Maple Valley Pharms,None,28.0,None,Jungle Diamonds .5g Live Rosin,.5g Rosin,Sales Floor,XL6n66sCHf,None,None,Snowblind Cannabis,165.0,308.0,Each,None,None,None,None
None,Third Eye,11.0,Concentrate,None,16.0,07/08/2021,11/13/2021,11.0,237.0,07/08/2022,60,11/06/2021,Maple Valley Pharms,None,32.0,None,Alchemy 1g RSO,RSO,Sales Floor,XEFxjKGTeY,None,None,Third Eye,176.0,352.0,Each,None,None,None,None
None,We Grow Beans,38.5,Flower - Prepackaged,None,18.86,10/20/2021,11/13/2021,11.0,None,None,40,11/06/2021,Maple Valley Pharms,None,None,Gold-Tier Flower,None,Hybrid,Sales Floor,tMqkgCoaXx,None,Mimosa,We Grow Beans,207.46,None,Grams,Eighths,None,None,None
None,Zero Gravity Extracts,77.0,Flower - Prepackaged,None,24.92,11/03/2021,11/13/2021,11.0,None,None,12,11/09/2021,Maple Valley Pharms,None,None,Silver-Tier Flower,None,Indica Dominant,Sales Floor,2oNpgzL6YD,None,Kimbo Kush - LD,Zero Gravity Extracts,274.12,None,Grams,Quarters,None,None,None
